emotion,emotion_label,heart_rate,hrv,skin_conductance,movement,respiratory_rate,temperature,acceleration_x,acceleration_y,acceleration_z,ambient_light,blood_oxygen,timestamp,individual_id
stressed,3,77.07560835645035,32.25095775770437,0.525,0.253,17.085,36.82,-0.142,0.137,9.547,0.875,97.3,2025-07-16T19:04:08.448948,46
focused,1,80.75698173866462,43.78955341233916,0.446,0.015,14.969,36.41,0.012,0.003,9.809,0.824,95.8,2025-07-16T19:04:08.236704,41
excited,2,98.00800814753161,25.6434751469561,0.577,0.373,15.809,37.0,-0.219,-0.136,10.068,0.126,95.9,2025-07-16T19:04:08.333677,17
focused,1,82.26888591191884,63.48933415914932,0.458,0.043,15.338,36.31,-0.014,0.044,9.81,0.818,96.9,2025-07-16T19:04:08.301716,45
excited,2,92.4306232174384,42.96281044604937,0.739,0.101,17.637,36.77,0.009,-0.001,9.822,0.536,96.2,2025-07-16T19:04:08.380419,25
fatigued,5,66.15575753266435,24.152674881188222,0.244,0.097,14.425,36.5,0.047,0.133,9.777,0.635,97.3,2025-07-16T19:04:08.614612,2
stressed,3,98.75840208655637,21.85692411178677,0.5,0.266,20.153,37.0,0.059,0.337,9.81,0.663,95.8,2025-07-16T19:04:08.470387,7
focused,1,61.449202652752675,51.46862636097914,0.434,0.048,14.08,36.29,0.037,0.083,9.815,0.452,97.1,2025-07-16T19:04:08.269631,35
fatigued,5,68.40358811230206,28.879003601095928,0.237,0.05,15.543,36.57,0.042,-0.038,9.807,0.714,97.3,2025-07-16T19:04:08.598519,25
fatigued,5,53.453071890521706,16.672884736240874,0.196,0.164,14.655,36.49,0.164,-0.108,9.999,0.816,98.3,2025-07-16T19:04:08.659126,7
stressed,3,95.37887781456679,21.1501354080689,0.665,0.273,16.0,36.84,0.158,0.001,9.743,0.186,96.4,2025-07-16T19:04:08.467285,49
fatigued,5,54.1964718310276,25.837614203862056,0.305,0.197,9.431,36.4,0.286,-0.345,9.795,0.11,97.9,2025-07-16T19:04:08.590982,35
excited,2,87.30556902571003,52.662451749990595,0.569,0.262,18.85,36.84,-0.163,-0.122,9.835,0.436,95.1,2025-07-16T19:04:08.370842,36
stressed,3,107.63034483564178,19.693569757773915,0.865,0.359,16.015,37.13,0.028,0.077,9.791,0.981,94.6,2025-07-16T19:04:08.437508,14
anxious,4,107.95204025182775,18.25479061840525,0.939,0.337,18.022,36.65,0.132,-0.301,10.113,0.252,94.6,2025-07-16T19:04:08.500541,40
focused,1,68.43722499250737,41.076246459950944,0.279,0.079,13.033,36.56,0.089,0.035,9.789,0.459,96.9,2025-07-16T19:04:08.260484,7
focused,1,62.3943631651415,54.78780997424504,0.292,0.057,17.577,36.36,-0.017,0.047,9.775,0.903,96.3,2025-07-16T19:04:08.273897,16
calm,0,73.57618802604074,43.36820530722136,0.206,0.211,17.749,36.67,0.315,0.491,9.873,0.855,97.4,2025-07-16T19:04:08.110845,32
fatigued,5,56.329744058419145,27.470926151177753,0.266,0.214,10.609,36.42,0.053,-0.206,9.756,0.495,97.6,2025-07-16T19:04:08.624631,44
stressed,3,135.37399117597985,8.864392416079916,0.869,0.445,16.364,37.21,0.005,-0.397,9.622,0.999,94.1,2025-07-16T19:04:08.468583,47
fatigued,5,62.347066556681696,13.816340501807632,0.182,0.13,9.224,36.54,0.149,-0.078,9.885,0.573,96.8,2025-07-16T19:04:08.595303,31
calm,0,81.76144622557226,28.599587081766916,0.258,0.0,16.789,36.4,0.0,0.0,9.8,0.565,97.0,2025-07-16T19:04:08.191266,40
stressed,3,117.28296700850059,19.503854541120916,0.5,0.176,19.764,36.99,-0.251,-0.044,9.62,0.845,95.0,2025-07-16T19:04:08.491211,41
anxious,4,125.84334201870863,22.851436886791475,0.662,0.382,25.287,36.9,-0.443,0.143,9.948,0.383,96.0,2025-07-16T19:04:08.569168,40
fatigued,5,71.07395332754797,39.54159439759917,0.276,0.15,12.056,36.64,-0.167,-0.037,9.876,0.251,97.6,2025-07-16T19:04:08.660061,36
calm,0,70.94152972956628,59.00022552936722,0.189,0.115,12.268,36.71,0.025,0.092,9.87,0.287,96.5,2025-07-16T19:04:08.115861,23
stressed,3,99.62591775952947,17.016182652252645,0.624,0.269,16.728,37.08,-0.286,0.506,9.725,0.71,95.9,2025-07-16T19:04:08.463071,16
excited,2,120.26985822445538,30.60573052177492,0.553,0.56,14.244,37.04,0.431,0.291,10.051,0.25,95.3,2025-07-16T19:04:08.326321,11
fatigued,5,47.79234964495533,24.957560654175076,0.33,0.068,11.918,36.33,0.012,0.129,9.805,0.837,97.4,2025-07-16T19:04:08.650765,0
stressed,3,114.71956778380644,13.360971563484345,0.714,0.374,24.652,36.96,0.445,-0.782,9.755,0.861,95.5,2025-07-16T19:04:08.472178,33
focused,1,76.12116305109079,45.002234333931646,0.415,0.064,15.338,36.74,-0.006,0.201,9.839,0.335,96.6,2025-07-16T19:04:08.288666,31
calm,0,78.7468294341364,46.85409214585032,0.208,0.089,13.575,36.66,0.044,0.065,9.701,0.358,97.2,2025-07-16T19:04:08.203557,5
fatigued,5,56.150312903565805,27.1669877589683,0.182,0.087,14.092,36.52,-0.108,0.034,9.824,0.924,97.6,2025-07-16T19:04:08.638276,31
fatigued,5,60.75816488547056,22.53237307956627,0.215,0.22,13.125,36.68,0.189,-0.21,9.755,0.12,97.1,2025-07-16T19:04:08.654998,3
anxious,4,97.7979224567495,20.917809822857517,0.754,0.321,18.624,36.89,0.465,-0.165,10.034,0.597,95.3,2025-07-16T19:04:08.552339,26
fatigued,5,55.47009275663875,25.194148860614852,0.289,0.05,11.581,36.51,0.014,0.088,9.836,0.225,97.0,2025-07-16T19:04:08.607692,19
anxious,4,79.21906278536036,15.398374822206518,0.901,0.235,22.285,36.63,-0.175,-0.024,9.864,0.282,95.2,2025-07-16T19:04:08.497478,46
fatigued,5,67.94615433061284,27.428270269366546,0.187,0.125,10.967,36.4,0.043,0.157,9.806,0.936,97.7,2025-07-16T19:04:08.648850,33
focused,1,71.16846817092743,40.358060879297796,0.401,0.087,14.404,36.45,-0.207,0.127,9.757,0.56,97.0,2025-07-16T19:04:08.236212,13
focused,1,90.77501746967351,57.63980622991051,0.351,0.036,14.249,36.66,0.037,0.06,9.78,0.828,96.0,2025-07-16T19:04:08.281361,27
excited,2,103.99663065611342,20.633862892214708,0.604,0.31,16.837,37.21,0.132,0.073,9.726,0.995,95.5,2025-07-16T19:04:08.342226,21
fatigued,5,70.16577599850443,31.451478766790306,0.266,0.181,11.519,36.52,-0.363,0.178,9.787,0.953,98.5,2025-07-16T19:04:08.626623,26
fatigued,5,56.93926027073383,22.40911093619952,0.256,0.29,11.465,36.6,0.213,0.228,9.858,0.991,96.7,2025-07-16T19:04:08.628971,3
excited,2,77.88860944482062,32.88132576606003,0.476,0.393,20.699,36.75,-0.124,0.392,9.567,0.712,96.6,2025-07-16T19:04:08.376900,7
fatigued,5,76.98580184570727,33.24076697503963,0.3,0.099,10.229,36.72,0.125,0.012,9.707,0.446,97.9,2025-07-16T19:04:08.630071,43
anxious,4,118.94898819176089,17.80375218470466,0.835,0.388,19.228,37.09,0.069,0.142,9.6,0.696,94.5,2025-07-16T19:04:08.508312,41
stressed,3,89.54851403612899,22.10080226368953,0.734,0.341,21.044,36.7,-0.607,0.136,9.884,0.663,96.2,2025-07-16T19:04:08.457798,4
excited,2,80.8647042437721,27.033546823210955,0.608,0.512,14.42,36.86,-0.471,-0.24,9.991,0.686,96.7,2025-07-16T19:04:08.336117,4
focused,1,75.81986175159447,37.9266061209032,0.446,0.069,15.274,36.71,0.031,0.072,9.833,0.27,96.3,2025-07-16T19:04:08.298221,28
anxious,4,91.52852367049627,25.91489065756807,0.608,0.209,18.043,36.62,-0.184,-0.49,9.86,0.55,95.0,2025-07-16T19:04:08.550470,38
anxious,4,110.98327257484826,12.159792984656706,0.739,0.37,18.019,37.12,0.231,0.433,9.709,0.181,95.9,2025-07-16T19:04:08.508027,15
anxious,4,112.26002199736426,14.66213604931378,0.67,0.298,29.49,36.82,0.107,-0.26,9.899,0.521,94.9,2025-07-16T19:04:08.568392,41
fatigued,5,48.509222111307395,23.880942367011333,0.244,0.051,12.605,36.72,0.038,0.032,9.841,0.491,97.7,2025-07-16T19:04:08.610220,19
focused,1,63.21059634862897,71.94161169431388,0.413,0.076,15.948,36.38,0.058,0.122,9.744,0.497,97.1,2025-07-16T19:04:08.273560,0
excited,2,92.9103159306049,40.52533876705792,0.753,0.208,18.997,36.92,-0.187,-0.284,9.754,0.126,94.6,2025-07-16T19:04:08.398519,44
anxious,4,108.58259940118509,13.80748910593219,0.652,0.204,30.11,37.02,-0.364,-0.088,9.679,0.121,94.9,2025-07-16T19:04:08.528686,28
fatigued,5,72.92547165169431,21.440593153805708,0.258,0.118,11.714,36.67,0.06,0.256,9.758,0.784,97.2,2025-07-16T19:04:08.651397,4
stressed,3,106.17107102225881,15.93057086386576,0.724,0.294,23.414,36.91,0.546,-0.175,9.863,0.154,95.2,2025-07-16T19:04:08.464209,23
anxious,4,132.97719445796415,18.5954079771166,0.809,0.48,23.374,37.21,0.972,-0.202,9.72,0.833,93.8,2025-07-16T19:04:08.546879,48
calm,0,48.639703558343406,30.993649089233696,0.255,0.087,10.922,36.49,0.026,0.082,9.807,0.768,97.2,2025-07-16T19:04:08.146897,24
excited,2,83.27000982911056,50.699088320129434,0.618,0.436,18.974,36.84,0.729,0.215,10.036,0.954,95.4,2025-07-16T19:04:08.357310,39
calm,0,68.74115586751954,61.43083863050467,0.263,0.024,15.396,36.44,0.014,-0.013,9.808,0.806,97.1,2025-07-16T19:04:08.123765,28
fatigued,5,72.07777253922458,16.061432215831285,0.336,0.111,15.666,36.52,0.201,0.051,9.754,0.489,97.3,2025-07-16T19:04:08.651869,2
excited,2,89.91335182566513,37.02232847276118,0.518,0.7,19.941,36.94,-0.105,0.913,10.365,0.372,96.4,2025-07-16T19:04:08.388821,5
stressed,3,81.42769572302817,17.959410614696687,0.52,0.197,21.723,36.76,0.24,0.054,9.886,0.579,96.7,2025-07-16T19:04:08.464857,1
calm,0,54.66422299621916,58.09626511632221,0.248,0.121,15.392,36.6,0.029,-0.049,9.899,0.871,96.9,2025-07-16T19:04:08.107286,0
stressed,3,89.91364196024668,36.332225177914566,0.692,0.189,16.311,36.85,0.025,-0.03,9.607,0.73,95.6,2025-07-16T19:04:08.467770,36
fatigued,5,64.03144537486791,26.351910367983006,0.39,0.134,10.481,36.62,-0.135,-0.232,9.745,0.759,97.6,2025-07-16T19:04:08.625990,46
fatigued,5,69.81689140179665,19.333288983524472,0.313,0.129,13.57,36.52,0.092,-0.15,9.832,0.913,96.5,2025-07-16T19:04:08.595783,1
focused,1,75.20887404604005,38.820869684341915,0.427,0.027,15.728,36.62,0.026,0.041,9.815,0.501,97.3,2025-07-16T19:04:08.276896,17
stressed,3,94.8350286643426,12.458257610211891,0.88,0.489,16.149,36.84,0.151,0.081,9.846,0.914,95.9,2025-07-16T19:04:08.490885,8
excited,2,78.52881236014137,31.17959998578134,0.475,0.14,15.812,36.69,0.041,-0.113,9.755,0.9,95.5,2025-07-16T19:04:08.334977,44
stressed,3,73.53619391963622,22.33286998072229,0.714,0.288,27.648,36.77,-0.307,0.286,9.937,0.176,95.2,2025-07-16T19:04:08.443791,22
anxious,4,83.09315729626512,17.327731569152895,0.905,0.224,28.674,36.92,-0.139,0.189,9.729,0.761,95.3,2025-07-16T19:04:08.577943,35
fatigued,5,51.89079249607568,24.039184676007107,0.203,0.074,9.949,36.51,0.103,0.005,9.755,0.943,96.8,2025-07-16T19:04:08.583464,18
anxious,4,107.02378402135493,17.340245272621132,0.853,0.331,23.895,37.04,0.182,-0.245,9.87,0.909,94.3,2025-07-16T19:04:08.518753,21
stressed,3,100.46551376591052,19.6888443146427,0.762,0.37,16.0,37.1,-0.064,-0.464,9.828,0.888,95.2,2025-07-16T19:04:08.463234,25
fatigued,5,68.74785229416122,31.39741913950522,0.162,0.05,13.784,36.59,-0.077,0.043,9.78,0.222,97.2,2025-07-16T19:04:08.602035,32
focused,1,104.3503080059301,48.436927802946514,0.386,0.047,12.656,36.66,-0.025,0.028,9.786,0.116,96.4,2025-07-16T19:04:08.266861,45
focused,1,55.8827616379288,43.15620988226299,0.527,0.084,15.575,36.54,0.013,-0.033,9.808,0.677,96.5,2025-07-16T19:04:08.230967,30
focused,1,78.24589214793177,69.2054981958542,0.441,0.062,13.492,36.5,-0.005,0.091,9.809,0.331,95.9,2025-07-16T19:04:08.250456,36
anxious,4,83.62487446901454,15.203144306911271,0.859,0.446,18.0,36.84,0.765,-0.775,9.752,0.613,94.0,2025-07-16T19:04:08.561050,31
fatigued,5,61.227256817382056,24.61103956984076,0.357,0.143,12.167,36.68,0.106,-0.083,9.704,0.515,98.1,2025-07-16T19:04:08.596908,28
anxious,4,107.96052238038523,13.65666023917809,0.698,0.225,32.0,37.03,0.186,-0.061,9.791,0.676,95.8,2025-07-16T19:04:08.554826,3
stressed,3,107.74340468932768,8.321510305452508,0.892,0.403,22.518,37.05,-0.051,-0.32,10.0,0.394,96.2,2025-07-16T19:04:08.426141,15
anxious,4,105.57771427576708,20.44476080640007,0.95,0.513,18.084,36.92,0.603,0.133,9.916,0.796,94.2,2025-07-16T19:04:08.520466,26
excited,2,88.88986569689989,30.896796810611015,0.53,0.19,14.0,36.74,0.263,-0.099,9.783,0.632,96.3,2025-07-16T19:04:08.314493,17
anxious,4,146.58307099367102,18.055883855712374,0.699,0.25,18.0,37.15,0.151,-0.217,9.856,0.542,94.2,2025-07-16T19:04:08.539200,11
calm,0,86.98874463279026,35.22635280958758,0.296,0.12,15.05,36.66,-0.138,-0.046,9.755,0.254,97.2,2025-07-16T19:04:08.171836,26
anxious,4,78.88520852257764,13.251884249107428,0.748,0.483,22.207,37.23,0.443,-0.273,9.874,0.243,95.4,2025-07-16T19:04:08.555760,46
fatigued,5,66.67521493877615,35.147184165585564,0.326,0.144,9.54,36.52,-0.201,0.011,9.876,0.133,96.8,2025-07-16T19:04:08.590660,10
calm,0,64.82850333434548,38.873648135908645,0.386,0.044,14.617,36.78,0.084,-0.022,9.764,0.386,96.8,2025-07-16T19:04:08.104450,6
anxious,4,89.42663656459767,25.699083542263732,0.772,0.394,18.192,36.71,-0.28,0.196,9.718,0.554,95.2,2025-07-16T19:04:08.526391,39
calm,0,67.5642964938672,26.028082323457422,0.434,0.05,15.05,36.45,0.054,0.019,9.781,0.183,97.2,2025-07-16T19:04:08.122893,4
calm,0,86.44968971889827,44.59209650291642,0.296,0.041,13.739,36.59,0.0,-0.013,9.816,0.64,97.4,2025-07-16T19:04:08.115517,20
anxious,4,68.01542217835905,13.88706716371009,0.732,0.213,24.174,36.82,-0.353,-0.107,9.921,0.456,95.1,2025-07-16T19:04:08.523266,30
fatigued,5,54.01718179301583,19.773539138984418,0.265,0.097,11.515,36.45,-0.094,-0.058,9.835,0.56,97.4,2025-07-16T19:04:08.640948,6
focused,1,81.2907542479957,56.095398706267034,0.373,0.023,16.322,36.75,0.014,-0.016,9.816,0.437,96.8,2025-07-16T19:04:08.300771,39
fatigued,5,79.64560377565876,43.7928641878494,0.209,0.097,12.261,36.53,0.052,0.126,9.863,0.375,97.2,2025-07-16T19:04:08.619917,39
excited,2,87.5117271988219,26.06189877363267,0.759,0.264,19.055,36.62,0.027,-0.623,9.465,0.816,96.1,2025-07-16T19:04:08.324883,15
focused,1,77.7115521657643,70.42486861794913,0.29,0.044,14.801,36.5,-0.048,0.102,9.795,0.852,96.2,2025-07-16T19:04:08.295509,32
stressed,3,112.46570492096058,11.06182880592212,0.61,0.425,17.836,37.0,-0.379,-0.207,9.61,0.125,94.5,2025-07-16T19:04:08.434098,26
anxious,4,127.9382597163747,23.55432043772097,0.935,0.396,26.201,37.12,-0.119,0.342,10.045,0.13,93.6,2025-07-16T19:04:08.527742,26
excited,2,86.8153170634907,35.23314950246032,0.515,0.144,15.152,36.83,0.114,0.1,9.763,0.649,96.3,2025-07-16T19:04:08.341370,7
fatigued,5,57.84043367537846,25.40893143391186,0.248,0.184,11.035,36.52,0.078,-0.174,9.928,0.299,97.0,2025-07-16T19:04:08.611690,10
fatigued,5,73.72260503361686,28.122640736957308,0.251,0.237,12.09,36.67,0.201,0.323,9.866,0.82,97.2,2025-07-16T19:04:08.651236,1
calm,0,64.64863525260486,50.60311595988241,0.399,0.104,15.903,36.58,-0.13,-0.115,9.955,0.757,96.7,2025-07-16T19:04:08.198227,38
excited,2,106.51133649758864,37.977442823977114,0.646,0.298,17.893,37.08,-0.077,0.314,9.824,0.566,95.1,2025-07-16T19:04:08.336438,25
focused,1,66.3097118709896,45.63404439871118,0.384,0.047,15.159,36.5,-0.006,0.018,9.809,0.235,97.0,2025-07-16T19:04:08.242209,7
fatigued,5,78.68108941157372,16.998446490562838,0.398,0.145,12.751,36.55,-0.016,0.061,9.86,0.276,97.0,2025-07-16T19:04:08.647757,42
fatigued,5,73.24169548169785,13.222297826447424,0.306,0.081,14.967,36.65,-0.094,0.047,9.899,0.186,97.7,2025-07-16T19:04:08.618657,1
fatigued,5,68.63763660343578,20.9481892863949,0.281,0.226,12.591,36.63,0.34,-0.332,9.846,0.278,97.6,2025-07-16T19:04:08.661625,41
excited,2,94.4658798619939,34.128066405937815,0.645,0.454,14.628,37.02,0.256,0.198,10.181,0.922,95.3,2025-07-16T19:04:08.349134,25
excited,2,84.56088482898822,44.11146744050067,0.746,0.349,16.128,36.95,-0.606,0.074,9.971,0.801,95.0,2025-07-16T19:04:08.357605,35
excited,2,77.2035245989462,46.128752998155875,0.4,0.418,14.048,36.73,1.3,0.267,9.727,0.51,96.2,2025-07-16T19:04:08.405570,0
stressed,3,98.96230092949186,13.553522527381421,0.795,0.368,16.604,37.09,0.057,-0.34,9.37,0.113,95.2,2025-07-16T19:04:08.445092,3
fatigued,5,62.6221227139824,19.98693452125185,0.346,0.064,9.051,36.41,-0.009,-0.098,9.806,0.865,97.5,2025-07-16T19:04:08.660217,25
stressed,3,102.3827095180624,17.783132379782877,0.685,0.313,16.0,36.93,0.438,0.228,9.908,0.168,95.4,2025-07-16T19:04:08.486658,33
excited,2,70.56965500331422,28.28495753206433,0.785,0.477,16.669,36.76,0.328,-0.26,9.931,0.995,96.5,2025-07-16T19:04:08.355907,12
excited,2,122.0654146135192,27.850492568409212,0.8,0.585,14.0,36.96,-0.956,-1.613,9.69,0.465,95.7,2025-07-16T19:04:08.383056,11
fatigued,5,67.49688811600672,19.95798495639814,0.157,0.25,10.915,36.47,0.061,0.067,9.821,0.792,97.8,2025-07-16T19:04:08.655937,14
excited,2,70.57126603819195,46.308569954130874,0.662,0.637,14.0,36.86,0.691,-0.635,10.169,0.182,96.6,2025-07-16T19:04:08.383473,16
anxious,4,103.99438270607223,12.144204627311472,0.738,0.438,18.0,37.29,0.338,0.026,9.702,0.243,94.2,2025-07-16T19:04:08.540458,24
focused,1,76.55936292099399,50.33915388147124,0.499,0.032,17.66,36.5,-0.041,-0.016,9.781,0.992,96.5,2025-07-16T19:04:08.301087,28
excited,2,88.50497191382553,52.358855656445336,0.617,0.365,18.971,36.97,-0.346,0.476,9.635,0.678,95.5,2025-07-16T19:04:08.373817,16
focused,1,68.98004996842727,58.42259751592887,0.306,0.042,17.067,36.66,-0.078,0.002,9.813,0.765,97.9,2025-07-16T19:04:08.234575,44
fatigued,5,68.40379673541217,19.519603036181227,0.307,0.05,13.437,36.42,0.007,-0.034,9.785,0.377,96.7,2025-07-16T19:04:08.618174,17
anxious,4,121.28246992142589,10.778740441836137,0.8,0.418,24.343,37.14,-0.065,0.065,9.545,0.829,95.5,2025-07-16T19:04:08.521864,7
fatigued,5,59.554929513683085,31.708074362811214,0.254,0.056,9.862,36.52,-0.014,0.037,9.835,0.806,97.2,2025-07-16T19:04:08.611526,31
excited,2,83.46961038288045,25.476970040698752,0.587,0.282,18.1,36.89,-0.121,-0.043,9.796,0.211,96.5,2025-07-16T19:04:08.344943,32
calm,0,81.25978712640794,28.761328396869757,0.222,0.065,11.361,36.76,0.082,0.065,9.778,0.886,97.0,2025-07-16T19:04:08.141127,9
anxious,4,99.21026034904624,15.980483919612848,0.781,0.512,20.967,37.1,-0.189,-0.317,9.511,0.78,95.2,2025-07-16T19:04:08.505042,38
stressed,3,81.37970049024062,21.340760876268405,0.581,0.165,20.298,36.68,0.143,0.024,9.838,0.261,95.7,2025-07-16T19:04:08.470049,25
focused,1,73.02905498788675,48.154509685480974,0.429,0.059,17.911,36.78,-0.004,-0.098,9.841,0.706,97.2,2025-07-16T19:04:08.266537,12
focused,1,84.30845185049674,51.29098319141623,0.448,0.049,14.76,36.6,-0.016,-0.059,9.782,0.978,97.3,2025-07-16T19:04:08.237536,26
focused,1,87.84067313460322,42.86148373007281,0.316,0.027,15.925,36.64,0.016,0.018,9.8,0.251,96.7,2025-07-16T19:04:08.224176,43
focused,1,91.80704930721765,55.57791216448876,0.398,0.049,15.458,36.74,-0.013,0.035,9.845,0.322,96.4,2025-07-16T19:04:08.222366,49
fatigued,5,65.13352249047362,18.615395491922573,0.192,0.121,11.261,36.42,0.133,-0.017,9.899,0.666,97.0,2025-07-16T19:04:08.607220,9
anxious,4,126.31549112107726,17.889160797015762,0.722,0.401,23.785,37.09,0.079,0.345,9.916,0.113,94.7,2025-07-16T19:04:08.506620,33
calm,0,49.53282699946724,37.03482819690042,0.351,0.099,12.005,36.46,0.045,-0.037,9.803,0.311,97.0,2025-07-16T19:04:08.164647,35
anxious,4,92.6341885519309,21.332382051508244,0.942,0.345,26.547,36.98,-0.564,-0.882,9.945,0.966,94.5,2025-07-16T19:04:08.542666,16
calm,0,61.74060402244871,47.74371875974226,0.375,0.169,13.732,36.58,-0.161,0.06,9.679,0.636,97.2,2025-07-16T19:04:08.208513,25
calm,0,73.11330812241644,51.518973580496905,0.281,0.111,15.478,36.44,-0.085,-0.114,9.719,0.423,97.7,2025-07-16T19:04:08.193434,34
stressed,3,72.05308173935401,21.985945658188587,0.794,0.444,26.252,36.76,-0.081,0.948,9.807,0.551,96.1,2025-07-16T19:04:08.494168,44
anxious,4,122.43270863782303,13.088710340229458,0.743,0.427,19.243,37.01,0.633,0.011,9.809,0.301,94.3,2025-07-16T19:04:08.542978,5
stressed,3,115.0695839516143,12.351897673612491,0.764,0.261,22.477,36.93,0.108,-0.211,9.885,0.729,94.8,2025-07-16T19:04:08.461518,27
calm,0,76.0355866539995,48.66342337894204,0.301,0.0,14.918,36.51,0.0,0.0,9.8,0.758,97.2,2025-07-16T19:04:08.130094,14
stressed,3,83.3804282168807,22.085153035076353,0.873,0.366,20.71,36.8,0.021,0.329,9.787,0.705,95.4,2025-07-16T19:04:08.430207,48
anxious,4,104.77436154174855,21.22876354372756,0.829,0.344,28.908,36.96,-0.031,0.319,9.935,0.586,94.9,2025-07-16T19:04:08.516258,20
focused,1,69.29966443480522,47.6172989766835,0.4,0.003,12.0,36.45,-0.001,0.001,9.8,0.593,96.3,2025-07-16T19:04:08.285338,24
excited,2,89.49807139811301,42.83173560700954,0.426,0.535,15.581,37.07,-0.66,0.117,10.023,0.547,97.0,2025-07-16T19:04:08.382764,4
fatigued,5,44.96247675180618,29.32044958303718,0.204,0.285,10.854,36.34,0.136,0.335,9.677,0.891,96.9,2025-07-16T19:04:08.603000,22
excited,2,81.61426218701341,41.85698945777861,0.686,0.466,23.488,37.05,-0.626,-0.262,9.707,0.325,94.7,2025-07-16T19:04:08.411510,22
stressed,3,107.10831499639573,23.92809399041497,0.675,0.391,20.594,36.95,0.54,0.05,9.935,0.21,94.2,2025-07-16T19:04:08.416487,10
focused,1,79.86975024104143,52.40589756614792,0.367,0.052,12.895,36.57,-0.04,-0.023,9.815,0.454,96.9,2025-07-16T19:04:08.248765,39
calm,0,78.98507299569687,57.095250725406025,0.2,0.073,13.278,36.63,-0.003,0.095,9.84,0.744,97.0,2025-07-16T19:04:08.210305,36
fatigued,5,59.30475001837096,20.634110329967676,0.214,0.118,11.025,36.48,0.046,-0.143,9.809,0.124,96.7,2025-07-16T19:04:08.599157,31
stressed,3,110.37350877360376,12.164655937502177,0.847,0.393,18.806,36.86,0.13,0.494,9.678,0.217,95.7,2025-07-16T19:04:08.483576,40
calm,0,96.13817297409521,51.74772053198096,0.341,0.091,10.161,36.56,0.132,-0.191,9.768,0.458,96.7,2025-07-16T19:04:08.105246,40
stressed,3,97.78081405825765,20.75950942666252,0.9,0.385,16.149,36.95,-0.592,0.429,9.478,0.518,95.3,2025-07-16T19:04:08.430047,37
focused,1,71.01740048030554,50.24288967438553,0.395,0.04,17.725,36.59,0.026,0.001,9.803,0.998,96.6,2025-07-16T19:04:08.300613,7
calm,0,67.59337691160177,30.245490945346145,0.304,0.089,10.883,36.3,-0.029,0.045,9.797,0.381,97.5,2025-07-16T19:04:08.111393,15
anxious,4,99.63902857128416,17.262084299298987,0.715,0.411,23.913,36.92,-0.527,0.125,9.97,0.43,95.4,2025-07-16T19:04:08.512516,25
stressed,3,114.87001517158387,22.04092109617578,0.832,0.415,24.68,36.89,-0.032,-0.611,9.979,0.205,95.8,2025-07-16T19:04:08.473471,45
calm,0,57.41749391853673,29.346170202003147,0.243,0.109,15.187,36.62,0.01,-0.063,9.762,0.68,98.0,2025-07-16T19:04:08.132102,3
calm,0,56.85236410895441,27.11494757661604,0.252,0.066,16.294,36.56,-0.027,-0.052,9.845,0.304,97.9,2025-07-16T19:04:08.149946,24
